article_id,year,author
27,2017,Maike Luhmann
27,2017,Ulrich Orth
27,2017,Jule Specht
27,2017,Julia Zimmermann
28,2017,Ashley M Groh
28,2017,Katherine C Haydon
29,2017,Hao-Ting Wang
29,2017,Giulia Poerio
29,2017,Charlotte Murphy
29,2017,Danilo Bzdok
29,2017,Elizabeth Jefferies
29,2017,Jonathan Smallwood
30,2017,Michael Dufner
30,2017,Martin Brümmer
30,2017,Joanne M Chung
30,2017,Pia M Drewke
30,2017,Christophe Blaison
30,2017,Stefan C Schmukle
31,2017,Robert Waldinger
31,2017,Marc Schulz
32,2017,James M Sherlock
32,2017,Brendan P Zietsch
33,2017,Anuya Patil
33,2017,Katherine Duncan
34,2017,Elizabeth T Gershoff
34,2017,Kierra M P Sattler
34,2017,Arya Ansari
35,2017,Tessa V West
35,2017,Katrina Koslov
35,2017,Elizabeth Page-Gould
35,2017,Brenda Major
35,2017,Wendy Berry Mendes
36,2017,Dominic Michael Dwyer
36,2017,Jaime Figueroa
36,2017,Patricia Gasalla
36,2017,Matías López
37,2017,Jan M Engelmann
37,2017,Esther Herrmann
37,2017,Michael Tomasello
38,2017,Sara Gottlieb
38,2017,Tania Lombrozo
39,2017,Maike Salazar Kämpf
39,2017,Helén Liebermann
39,2017,Rudolf Kerschreiter
39,2017,Sascha Krause
39,2017,Steffen Nestler
39,2017,Stefan C Schmukle
40,2017,Jessica K Witt
40,2017,Nathan L Tenhundfeld
40,2017,Michael J Tymoski
41,2017,Juliana Schroeder
41,2017,Michael Kardas
41,2017,Nicholas Epley
42,2017,Sonja Perkovic
42,2017,Jacob Lund Orquin
43,2017,Tyler R Sasser
43,2017,Karen L Bierman
43,2017,Brenda Heinrichs
43,2017,Robert L Nix
44,2017,Eunike Wetzel
44,2017,Anna Brown
44,2017,Patrick L Hill
44,2017,Joanne M Chung
44,2017,Richard W Robins
44,2017,Brent W Roberts
45,2017,Michael Bang Petersen
47,2017,Daniel K Walco
47,2017,Jane L Risen
48,2017,Julia M Rohrer
48,2017,Boris Egloff
48,2017,Stefan C Schmukle
49,2017,Tobias Gerstenberg
49,2017,Matthew F Peterson
49,2017,Noah D Goodman
49,2017,David A Lagnado
49,2017,Joshua B Tenenbaum
50,2017,Lilian Dindo
50,2017,Rebecca L Brock
50,2017,Nazan Aksan
50,2017,Wakiza Gamez
50,2017,Grazyna Kochanska
50,2017,Lee Anna Clark
51,2017,Michal Kosinski
52,2017,Alex C Huynh
52,2017,Harrison Oakes
52,2017,Garrett R Shay
52,2017,Ian McGregor
53,2017,Gabrielle Garon-Carrier
53,2017,Michel Boivin
53,2017,Yulia Kovas
53,2017,Bei Feng
53,2017,Mara Brendgen
53,2017,Frank Vitaro
53,2017,Jean R Séguin
53,2017,Richard E Tremblay
53,2017,Ginette Dionne
54,2017,Sara B Algoe
54,2017,Laura E Kurtz
54,2017,Karen Grewen
55,2017,Deborah Goldfarb
55,2017,Kristin Hansen Lagattuta
55,2017,Hannah J Kramer
55,2017,Katie Kennedy
55,2017,Sarah M Tashjian
56,2017,Gregg Sparkman
56,2017,Gregory M Walton
57,2017,Young Eun Park
57,2017,Jocelyn L Sy
57,2017,Sang Wook Hong
57,2017,Frank Tong
58,2017,Scott T Schepers
58,2017,Mark E Bouton
59,2017,Jonathan F Kominsky
59,2017,Brent Strickland
59,2017,Annie E Wertz
59,2017,Claudia Elsner
59,2017,Karen Wynn
59,2017,Frank C Keil
60,2017,David Rosenbaum
60,2017,Yaniv Mama
60,2017,Daniel Algom
61,2017,Alison M Robey
61,2017,Michael R Dougherty
61,2017,Daniel R Buttaccio
62,2017,Kevin H Roberts
62,2017,Grace Truong
62,2017,Alan Kingstone
62,2017,Rebecca M Todd
63,2017,Jooyoung Park
63,2017,Fang-Chi Lu
63,2017,William M Hedgcock
64,2017,René Mõttus
64,2017,Anu Realo
64,2017,Uku Vainik
64,2017,Jüri Allik
64,2017,Tõnu Esko
65,2017,Rickard Carlsson
65,2017,Ulrich Schimmack
65,2017,Donald R Williams
65,2017,Paul-Christian Bürkner
66,2017,Benjamin Scheibehenne
66,2017,Quentin F Gronau
66,2017,Tahira Jamil
66,2017,Eric-Jan Wagenmakers
67,2017,Samantha F Anderson
67,2017,Ken Kelley
67,2017,Scott E Maxwell
68,2017,Li Zhao
68,2017,Gail D Heyman
68,2017,Lulu Chen
68,2017,Kang Lee
69,2017,Kim Peters
69,2017,Jolanda Jetten
69,2017,Dagmar Radova
69,2017,Kacie Austin
70,2017,Man-Pui Sally Chan
70,2017,Christopher R Jones
70,2017,Kathleen Hall Jamieson
70,2017,Dolores Albarracín
71,2017,Stuart Brody
71,2017,Rui M Costa
71,2017,Kateřina Klapilová
71,2017,Petr Weiss
72,2017,Shannon M Pruden
72,2017,Susan C Levine
73,2017,Angelo Romano
73,2017,Daniel Balliet
74,2017,Andrey Chetverikov
74,2017,Gianluca Campana
74,2017,Árni Kristjánsson
75,2017,Ian C Ballard
75,2017,Bokyung Kim
75,2017,Anthony Liatsis
75,2017,Gökhan Aydogan
75,2017,Jonathan D Cohen
75,2017,Samuel M McClure
76,2017,Samuel A Mehr
76,2017,Jennifer Kotler
76,2017,Rhea M Howard
76,2017,David Haig
76,2017,Max M Krasnow
77,2017,Samantha Joel
77,2017,Paul W Eastwick
77,2017,Eli J Finkel
78,2017,Mark R Hoffarth
78,2017,John T Jost
79,2017,David Pinsof
79,2017,Martie Haselton
80,2017,Blaine Landis
80,2017,Joe J Gladstone
81,2017,Niamh McLoughlin
81,2017,Harriet Over
82,2017,Derek Powell
82,2017,Jingqi Yu
82,2017,Melissa DeWolf
82,2017,Keith J Holyoak
84,2017,Jiah Yoo
84,2017,Yuri Miyamoto
84,2017,Attilio Rigotti
84,2017,Carol D Ryff
85,2017,Sayuri Hayakawa
85,2017,David Tannenbaum
85,2017,Albert Costa
85,2017,Joanna D Corey
85,2017,Boaz Keysar
86,2017,Charlotte Van den Driessche
86,2017,Mikaël Bastian
86,2017,Hugo Peyre
86,2017,Coline Stordeur
86,2017,Éric Acquaviva
86,2017,Sara Bahadori
86,2017,Richard Delorme
86,2017,Jérôme Sackur
87,2017,D Stephen Lindsay
88,2017,Daniel S Lumian
88,2017,Kateri McRae
89,2017,Rogier A Kievit
89,2017,Ulman Lindenberger
89,2017,Ian M Goodyer
89,2017,Peter B Jones
89,2017,Peter Fonagy
89,2017,Edward T Bullmore
89,2017,Raymond J Dolan
90,2017,Andrew Lovett
90,2017,Steven L Franconeri
91,2017,Todd Rogers
91,2017,Don A Moore
91,2017,Michael I Norton
92,2017,Gideon Nave
92,2017,Amos Nadler
92,2017,David Zava
92,2017,Colin Camerer
95,2017,Margaret E Tankard
95,2017,Elizabeth Levy Paluck
96,2017,Caitlin Handron
96,2017,Teri A Kirby
96,2017,Jennifer Wang
96,2017,Helena E Matskewich
96,2017,Sapna Cheryan
97,2017,Magdalena Rychlowska
97,2017,Rachael E Jack
97,2017,Oliver G B Garrod
97,2017,Philippe G Schyns
97,2017,Jared D Martin
97,2017,Paula M Niedenthal
98,2017,Eric Bonsang
98,2017,Vegard Skirbekk
98,2017,Ursula M Staudinger
99,2017,Wouter Kool
99,2017,Samuel J Gershman
99,2017,Fiery A Cushman
100,2017,Xiaowei Ding
100,2017,Zaifeng Gao
100,2017,Mowei Shen
101,2017,Michael J Kane
101,2017,Georgina M Gross
101,2017,Charlotte A Chun
101,2017,Bridget A Smeekens
101,2017,Matt E Meier
101,2017,Paul J Silvia
101,2017,Thomas R Kwapil
102,2017,Ziada Ayorech
102,2017,Eva Krapohl
102,2017,Robert Plomin
102,2017,Sophie von Stumm
103,2017,Paul E Stillman
103,2017,Danila Medvedev
103,2017,Melissa J Ferguson
104,2017,Mark Schaller
104,2017,Marlise K Hofer
104,2017,Alec T Beall
105,2017,Catharine R Gale
105,2017,Iva Čukić
105,2017,G David Batty
105,2017,Andrew M McIntosh
105,2017,Alexander Weiss
105,2017,Ian J Deary
106,2017,Henri C Santos
106,2017,Michael E W Varnum
106,2017,Igor Grossmann
107,2017,Michael Ramscar
107,2017,Ching Chu Sun
107,2017,Peter Hendrix
107,2017,Harald Baayen
108,2017,Oriel FeldmanHall
108,2017,Joseph E Dunsmoor
108,2017,Marijn C W Kroes
108,2017,Sandra Lackovic
108,2017,Elizabeth A Phelps
109,2017,Martin Lages
109,2017,Stephanie C Boyle
109,2017,Rob Jenkins
110,2017,Eugene M Caruso
110,2017,Oren Shapira
110,2017,Justin F Landy
111,2017,Luxi Shen
111,2017,Christopher K Hsee
112,2017,Eduard Ort
112,2017,Johannes J Fahrenfort
112,2017,Christian N L Olivers
113,2017,Alixandra Barasch
113,2017,Kristin Diehl
113,2017,Jackie Silverman
113,2017,Gal Zauberman
114,2017,George D Farmer
114,2017,Simon Baron-Cohen
114,2017,William J Skylark
115,2017,E Paige Lloyd
115,2017,Kurt Hugenberg
115,2017,Allen R McConnell
115,2017,Jonathan W Kunstman
115,2017,Jason C Deska
116,2017,Regina C Lapate
116,2017,Jason Samaha
116,2017,Bas Rokers
116,2017,Hamdi Hamzah
116,2017,Bradley R Postle
116,2017,Richard J Davidson
117,2017,Sebastiaan Mathôt
117,2017,Jonathan Grainger
117,2017,Kristof Strijkers
118,2017,Catherine D Middlebrooks
118,2017,Tyson Kerr
118,2017,Alan D Castel
119,2017,Colin Bannard
119,2017,Marla Rosner
119,2017,Danielle Matthews
120,2017,Evan W Carr
120,2017,Timothy F Brady
120,2017,Piotr Winkielman
121,2017,Ed O'Brien
121,2017,Ellen Roney
122,2017,Shlomo Benartzi
122,2017,John Beshears
122,2017,Katherine L Milkman
122,2017,Cass R Sunstein
122,2017,Richard H Thaler
122,2017,Maya Shankar
122,2017,Will Tucker-Ray
122,2017,William J Congdon
122,2017,Steven Galing
123,2017,Amelia Goranson
123,2017,Ryan S Ritter
123,2017,Adam Waytz
123,2017,Michael I Norton
123,2017,Kurt Gray
124,2017,James K McNulty
124,2017,Michael A Olson
124,2017,Rachael E Jones
124,2017,Laura M Acosta
125,2017,Naomi K Caselli
125,2017,Jennie E Pyers
126,2017,Leonid Tiokhin
126,2017,Daniel Hruschka
127,2017,Dirk U Wulff
127,2017,Wouter van den Bos
128,2017,Joshua J Foster
128,2017,David W Sutterer
128,2017,John T Serences
128,2017,Edward K Vogel
128,2017,Edward Awh
129,2017,Yarden Dankner
129,2017,Lilach Shalev
129,2017,Marisa Carrasco
129,2017,Shlomit Yuval-Greenberg
130,2017,Belén López-Pérez
130,2017,Laura Howells
130,2017,Michaela Gummerum
131,2017,Jonna Nilsson
131,2017,Alexander V Lebedev
131,2017,Anders Rydström
131,2017,Martin Lövdén
132,2017,Michael Daly
132,2017,Eric Robinson
132,2017,Angelina R Sutin
133,2017,Elisa C Baek
133,2017,Christin Scholz
133,2017,Matthew Brook O'Donnell
133,2017,Emily B Falk
135,2017,Adrianna C Jenkins
135,2017,Ming Hsu
136,2017,Laura J Batterink
137,2017,Garvin Brod
137,2017,Silvia A Bunge
137,2017,Yee Lee Shing
138,2017,Sanjay G Manohar
138,2017,Rebecca Dawn Finzi
138,2017,Daniel Drew
138,2017,Masud Husain
139,2017,Khatereh Borhani
139,2017,Brianna Beck
139,2017,Patrick Haggard
140,2017,Kensy Cooperrider
140,2017,Tyler Marghetis
140,2017,Rafael Núñez
141,2017,Peter Lush
141,2017,Emilie A Caspar
141,2017,Axel Cleeremans
141,2017,Patrick Haggard
141,2017,Pedro Alexandre Magalhães De Saldanha da Gama
141,2017,Zoltan Dienes
142,2017,Anastasia Makhanova
142,2017,James K McNulty
142,2017,Jon K Maner
143,2017,Julia Zavala
143,2017,Deanna Kuhn
144,2017,Laetitia Grabot
144,2017,Virginie van Wassenhove
145,2017,Catherine Molho
145,2017,Joshua M Tybur
145,2017,Ezgi Güler
145,2017,Daniel Balliet
145,2017,Wilhelm Hofmann
146,2017,Andrea L Meltzer
146,2017,Anastasia Makhanova
146,2017,Lindsey L Hicks
146,2017,Juliana E French
146,2017,James K McNulty
146,2017,Thomas N Bradbury
147,2017,Joseph P Simmons
147,2017,Uri Simonsohn
148,2017,Yujia Peng
148,2017,Steven Thurman
148,2017,Hongjing Lu
149,2017,Marieke Christina van Egmond
149,2017,Andrés Navarrete Berges
149,2017,Tariq Omarshah
149,2017,Jennifer Benton
150,2017,Stephanie J Wilson
150,2017,Lynn M Martire
150,2017,Martin J Sliwinski
151,2017,Dustin B Thoman
151,2017,Gregg A Muragishi
151,2017,Jessi L Smith
152,2017,Karen A Matthews
152,2017,J Richard Jennings
152,2017,Laisze Lee
152,2017,Dustin A Pardini
153,2017,Patricia Chen
153,2017,Omar Chavez
153,2017,Desmond C Ong
153,2017,Brenda Gunderson
154,2017,Nicholas M Hobson
154,2017,Francesca Gino
154,2017,Michael I Norton
154,2017,Michael Inzlicht
155,2017,D Stephen Lindsay
156,2017,A-Sophie Dubarry
156,2017,Anais Llorens
156,2017,Agnès Trébuchon
156,2017,Romain Carron
156,2017,Catherine Liégeois-Chauvel
156,2017,Christian-G Bénar
156,2017,F-Xavier Alario
157,2017,Daniel H Lee
157,2017,Adam K Anderson
158,2017,Štěpán Bahník
158,2017,Marek A Vranka
159,2017,Haotian Zhou
159,2017,Elizabeth A Majka
159,2017,Nicholas Epley
160,2017,Fei Wang
160,2017,Kaiping Peng
160,2017,Magdalena Chechlacz
160,2017,Glyn W Humphreys
160,2017,Jie Sui
162,2017,Sandra C Matz
162,2017,Joe J Gladstone
162,2017,David Stillwell
163,2017,Lisa Guo
163,2017,Jennifer S Trueblood
163,2017,Adele Diederich
164,2017,Thorsten Pachur
164,2017,Rui Mata
164,2017,Ralph Hertwig
165,2017,Christopher J Boyce
165,2017,Michael Daly
165,2017,Hilda O Hounkpatin
165,2017,Alex M Wood
166,2017,Steven T Piantadosi
166,2017,Jessica F Cantlon
167,2017,Fearghal O'Brien
167,2017,Joe Bible
167,2017,Danping Liu
167,2017,Bruce G Simons-Morton
168,2017,Edward Gibson
168,2017,Caitlin Tan
168,2017,Richard Futrell
168,2017,Kyle Mahowald
168,2017,Lars Konieczny
168,2017,Barbara Hemforth
168,2017,Evelina Fedorenko
169,2017,Mark J Brandt
170,2017,Gökhan Aydogan
170,2017,Andrea Jobst
170,2017,Kimberlee D'Ardenne
170,2017,Norbert Müller
170,2017,Martin G Kocher
171,2017,Daniel J Plebanek
171,2017,Vladimir M Sloutsky
172,2017,Michelle R Ellefson
172,2017,Florrie Fei-Yin Ng
172,2017,Qian Wang
172,2017,Claire Hughes
173,2017,Patrick Nalepka
173,2017,Rachel W Kallen
173,2017,Anthony Chemero
173,2017,Elliot Saltzman
173,2017,Michael J Richardson
174,2017,Daniel M T Fessler
174,2017,Anne C Pisor
174,2017,Colin Holbrook
175,2017,Leslie K John
175,2017,Grant E Donnelly
175,2017,Christina A Roberto
176,2017,Thomas S Redick
176,2017,Nash Unsworth
176,2017,Michael J Kane
176,2017,David Z Hambrick
177,2017,C Shawn Green
177,2017,Florian Kattner
177,2017,Adam Eichenbaum
177,2017,Benoit Bediou
177,2017,Deanne M Adams
177,2017,Richard E Mayer
177,2017,Daphne Bavelier
179,2017,Heike Elchlepp
179,2017,Maisy Best
179,2017,Aureliu Lavric
179,2017,Stephen Monsell
180,2016,Yair Berson
180,2016,Shaul Oreg
181,2016,Dan Simon
181,2016,Stephen A Spiller
182,2016,Eran Eldar
182,2016,Yael Niv
182,2016,Jonathan D Cohen
184,2017,Diana T Sanchez
184,2017,Kimberly E Chaney
184,2017,Sara K Manuel
184,2017,Leigh S Wilton
184,2017,Jessica D Remedios
185,2016,Kyoungmin Cho
185,2016,Christopher M Barnes
185,2016,Cristiano L Guanara
186,2016,Susan M Ravizza
186,2016,Mitchell G Uitvlugt
186,2016,Kimberly M Fenn
187,2016,Sébastien Goudeau
187,2016,Jean-Claude Croizet
188,2016,Ugwechi Amadi
188,2016,Seh Hong Lim
188,2016,Elizabeth Liu
188,2016,Michael V Baratta
188,2016,Ki A Goosens
189,2016,Allison L Skinner
189,2016,Andrew N Meltzoff
189,2016,Kristina R Olson
190,2016,Elizabeth Kirk
190,2016,Carine Lewis
192,2017,Anthony A Wright
192,2017,John F Magnotti
192,2017,Jeffrey S Katz
192,2017,Kevin Leonard
192,2017,Alizée Vernouillet
192,2017,Debbie M Kelly
193,2017,Gus Cooney
193,2017,Daniel T Gilbert
193,2017,Timothy D Wilson
194,2017,Liuba Papeo
194,2017,Timo Stein
194,2017,Salvador Soto-Faraco
195,2017,Anders Sand
195,2017,Mats E Nilsson
196,2017,Antoine Barbot
196,2017,Marisa Carrasco
197,2017,Shao-Min Hung
197,2017,Suzy J Styles
197,2017,Po-Jang Hsieh
198,2017,Jillian J Jordan
198,2017,Roseanna Sommers
198,2017,Paul Bloom
198,2017,David G Rand
199,2017,Giovanni Pezzulo
199,2017,Pierpaolo Iodice
199,2017,Francesco Donnarumma
199,2017,Haris Dindo
199,2017,Günther Knoblich
200,2017,Yaara Yeshurun
200,2017,Stephen Swanson
200,2017,Erez Simony
200,2017,Janice Chen
200,2017,Christina Lazaridi
200,2017,Christopher J Honey
200,2017,Uri Hasson
201,2017,Fiona M Z van den Heiligenberg
201,2017,Nick Yeung
201,2017,Peter Brugger
201,2017,Jody C Culham
201,2017,Tamar R Makin
202,2017,Andrew K Przybylski
202,2017,Netta Weinstein
203,2017,Eric Robinson
203,2017,Angelina R Sutin
204,2017,Noah Eisenkraft
204,2017,Hillary Anger Elfenbein
204,2017,Shirli Kopelman
205,2017,Elena Nava
205,2017,Nadia Bolognini
205,2017,Chiara Turati
206,2017,Nils C Köbis
206,2017,Jan-Willem van Prooijen
206,2017,Francesca Righetti
206,2017,Paul A M Van Lange
207,2016,Daniel Yurovsky
207,2016,Sarah Case
207,2016,Michael C Frank
208,2016,Isabelle Blanchette
208,2016,Yousri Marzouki
208,2016,Nicolas Claidière
208,2016,Julie Gullstrand
208,2016,Joël Fagot
209,2016,Roger Giner-Sorolla
209,2016,Hanah A Chapman
210,2016,Marte Otten
210,2016,Yair Pinto
210,2016,Chris L E Paffen
210,2016,Anil K Seth
210,2016,Ryota Kanai
211,2017,Ralf Wölfer
211,2017,Miles Hewstone
212,2017,Catharine P Cross
212,2017,Anne Campbell
213,2017,Stephan C Meylan
213,2017,Michael C Frank
213,2017,Brandon C Roy
213,2017,Roger Levy
214,2017,Wu Youyou
214,2017,David Stillwell
214,2017,H Andrew Schwartz
214,2017,Michal Kosinski
215,2017,Damian R Murray
215,2017,Sean C Murphy
215,2017,William von Hippel
215,2017,Robert Trivers
215,2017,Martie G Haselton
216,2017,Carin Perilloux
216,2017,Robert Kurzban
217,2016,Elric Elias
217,2016,Michael Dyer
217,2016,Timothy D Sweeny
218,2016,Kevin J Hsu
218,2016,J Michael Bailey
219,2016,Jayson S Jia
219,2016,Jianmin Jia
219,2016,Christopher K Hsee
219,2016,Baba Shiv
220,2016,Jennifer E Corbett
221,2016,Adam L Putnam
221,2016,Victor W Sungkhasettee
221,2016,Henry L Roediger
222,2016,Jazmin L Brown-Iannuzzi
222,2016,Ron Dotsch
222,2016,Erin Cooley
222,2016,B Keith Payne
223,2016,Laura E Thomas
224,2016,Robert M Nosofsky
224,2016,Craig A Sanders
224,2016,Alex Gerdom
224,2016,Bruce J Douglas
224,2016,Mark A McDaniel
225,2016,Andrea Cavallo
225,2016,Caterina Ansuini
225,2016,Francesca Capozzi
225,2016,Barbara Tversky
225,2016,Cristina Becchio
226,2016,Roeland J Verhallen
226,2016,Jenny M Bosten
226,2016,Patrick T Goodbourn
226,2016,Adam J Lawrance-Owen
226,2016,Gary Bargary
226,2016,J D Mollon
227,2016,Lisa J Knoll
227,2016,Delia Fuhrmann
227,2016,Ashok L Sakhardande
227,2016,Fabian Stamp
227,2016,Maarten Speekenbrink
227,2016,Sarah-Jayne Blakemore
228,2016,Matthew H Scheel
228,2016,Heidi L Shaw
228,2016,R Allen Gardner
229,2016,Daniel B M Haun
229,2016,Michael Tomasello
231,2016,Jennifer Misyak
231,2016,Takao Noguchi
231,2016,Nick Chater
232,2016,David D Loschelder
232,2016,Malte Friese
232,2016,Michael Schaerer
232,2016,Adam D Galinsky
233,2016,Jennifer A Bartz
233,2016,Kristina Tchalova
233,2016,Can Fenerci
234,2016,Georgie Powell
234,2016,Zoe Meredith
234,2016,Rebecca McMillin
234,2016,Tom C A Freeman
235,2016,Geoffrey R O Durso
235,2016,Pablo Briñol
235,2016,Richard E Petty
236,2016,Janna M Gottwald
236,2016,Sheila Achermann
236,2016,Carin Marciszko
236,2016,Marcus Lindskog
236,2016,Gustaf Gredebäck
237,2016,Matthew Q Hill
237,2016,Stephan Streuber
237,2016,Carina A Hahn
237,2016,Michael J Black
237,2016,Alice J O'Toole
238,2016,Simon J Haines
238,2016,John Gleeson
238,2016,Peter Kuppens
238,2016,Tom Hollenstein
238,2016,Joseph Ciarrochi
238,2016,Izelle Labuschagne
238,2016,Caitlin Grace
238,2016,Peter Koval
239,2016,Yao Zheng
239,2016,Robert Plomin
239,2016,Sophie von Stumm
240,2016,Pia Dietze
240,2016,Eric D Knowles
241,2016,Martijn Barendregt
241,2016,Serge O Dumoulin
241,2016,Bas Rokers
242,2016,Christina Starmans
242,2016,Paul Bloom
243,2016,Ajay B Satpute
243,2016,Erik C Nook
243,2016,Sandhya Narayanan
243,2016,Jocelyn Shu
243,2016,Jochen Weber
243,2016,Kevin N Ochsner
244,2016,Steven A Sloman
244,2016,Nathaniel Rabb
245,2016,Nameera Akhtar
245,2016,Vikram K Jaswal
245,2016,Janette Dinishak
245,2016,Christine Stephan
246,2016,Anne S Warlaumont
246,2016,Jeffrey A Richards
246,2016,Jill Gilkerson
246,2016,Daniel S Messinger
246,2016,D Kimbrough Oller
247,2016,Giorgia Picci
247,2016,K Suzanne Scherf
248,2016,Margaret R Tarampi
248,2016,Nahal Heydari
248,2016,Mary Hegarty
249,2016,Robert J Waldinger
249,2016,Marc S Schulz
250,2016,Marco F H Schmidt
250,2016,Lucas P Butler
250,2016,Julia Heinz
250,2016,Michael Tomasello
251,2016,Dong Liu
251,2016,Li Wang
251,2016,Ying Wang
251,2016,Yi Jiang
252,2016,Alixandra Barasch
252,2016,Jonathan Z Berman
252,2016,Deborah A Small
253,2016,Merryn D Constable
253,2016,Andrew P Bayliss
253,2016,Steven P Tipper
253,2016,Ana P Spaniol
253,2016,Jay Pratt
253,2016,Timothy N Welsh
254,2016,Norbert Schwarz
254,2016,Gerald L Clore
255,2016,Uri Simonsohn
256,2016,Kimin Eom
256,2016,Heejung S Kim
256,2016,David K Sherman
256,2016,Keiko Ishii
257,2016,Nicholas Furl
258,2016,Jordan B Leitner
258,2016,Eric Hehman
258,2016,Ozlem Ayduk
258,2016,Rodolfo Mendoza-Denton
259,2016,Tatiana Lau
259,2016,Carey K Morewedge
259,2016,Mina Cikara
260,2016,Stéphanie Mazza
260,2016,Emilie Gerbier
260,2016,Marie-Paule Gustin
260,2016,Zumrut Kasikci
260,2016,Olivier Koenig
260,2016,Thomas C Toppino
260,2016,Michel Magnin
261,2016,Stephanie Y Chen
261,2016,Oleg Urminsky
261,2016,Daniel M Bartels
262,2016,Jillian E Lauer
262,2016,Stella F Lourenco
263,2016,Alex Shaw
263,2016,Shoham Choshen-Hillel
263,2016,Eugene M Caruso
264,2016,Janette Chow
264,2016,Anne M Aimola Davies
264,2016,Luis J Fuentes
264,2016,Kim Plunkett
265,2016,Lisandro N Kaunitz
265,2016,Elise G Rowe
265,2016,Naotsugu Tsuchiya
266,2016,Miguel A Vadillo
266,2016,Natalie Gold
266,2016,Magda Osman
267,2016,Christina M Tworek
267,2016,Andrei Cimpian
268,2016,Li Li
268,2016,Rongrong Chen
268,2016,Jing Chen
269,2016,Samuele Zilioli
269,2016,Richard B Slatcher
269,2016,Peilian Chi
269,2016,Xiaoming Li
269,2016,Junfeng Zhao
269,2016,Guoxiang Zhao
270,2016,Verónica C Ramenzoni
270,2016,Ulf Liszkowski
271,2016,Melissa F Colloff
271,2016,Kimberley A Wade
271,2016,Deryn Strange
272,2016,John R Anderson
272,2016,Aryn A Pyke
272,2016,Jon M Fincham
273,2016,Heinz Wimmer
273,2016,Philipp Ludersdorfer
273,2016,Fabio Richlan
273,2016,Martin Kronbichler
274,2016,David G Rand
275,2016,Bridget L Callaghan
275,2016,Caitlin S M Cowan
275,2016,Rick Richardson
276,2016,Patrick T Goodbourn
276,2016,Paolo Martini
276,2016,Michael Barnett-Cowan
276,2016,Irina M Harris
276,2016,Evan J Livesey
276,2016,Alex O Holcombe
277,2016,Alexandra G Rosati
277,2016,Laurie R Santos
278,2016,Marissa A Sharif
278,2016,Daniel M Oppenheimer
279,2016,Ekaterina Netchaeva
279,2016,McKenzie Rees
280,2016,Marjan Bakker
280,2016,Chris H J Hartgerink
280,2016,Jelte M Wicherts
280,2016,Han L J van der Maas
281,2016,David S Yeager
281,2016,Hae Yeon Lee
281,2016,Jeremy P Jamieson
282,2016,Erica A Hornstein
282,2016,Michael S Fanselow
282,2016,Naomi I Eisenberger
283,2016,Kyle J Bourassa
283,2016,Karen Hasselmo
283,2016,David A Sbarra
284,2016,Benjamin Scheibehenne
284,2016,Tahira Jamil
284,2016,Eric-Jan Wagenmakers
285,2016,Tibor Tauzin
285,2016,Krisztina Kovács
